epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,274.064,3.32656,3.57112,4.20941,0.00239,0.4433,0.00364,0.0016,2.54672,3.96549,4.15645,0.00062,0.00062,0.00062
